DisplayName;Department;BusinessRole;AccountType;LastLogon;Ruoli;Username;Email;UPN;EmployeeId;Manager;StatusAD;StatusHR;OrphanGroups
svc_executive_office_kzyh;Executive Office;Executive Assistant;Service;2025-12-07T11:09:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_WRITE;;;;;;;;
davide.lombardi.enfk;Internal Audit;Internal Auditor;Service;2025-09-04T07:30:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_ADMIN,SYS_SAP_WRITE,SYS_SPLUNK_ADMIN;;;;;;;;
elisa.bianchi.geza;Business Applications;Business Apps Analyst;Service;2026-01-11T16:24:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_SALESFORCE_ADMIN,SYS_SAP_ADMIN,SYS_SERVICENOW_ADMIN,SYS_WORKDAY_WRITE;;;;;;;;
paolo.ricci.lwnm;Engineering Backend;Backend Engineer;Service;2025-06-01T12:23:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GITLAB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_ADMIN,SYS_K8S_ADMIN;;;;;;;;
chiara.giordano.kcre;Engineering Frontend;Frontend Engineer;Service;2026-01-30T15:23:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GITHUB_WRITE,SYS_JENKINS_ADMIN,SYS_JIRA_ADMIN;;;;;;;;
andrea.santoro.jqxw;Engineering Mobile;Mobile Engineer;Service;2026-01-12T07:25:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ADMIN,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_ADMIN,SYS_JENKINS_WRITE,SYS_JIRA_ADMIN;;;;;;;;
sara.esposito.auda;Engineering QA;QA Engineer;Service;2025-05-15T15:30:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JENKINS_WRITE,SYS_JIRA_WRITE,SYS_K8S_WRITE;;;;;;;;
matteo.gallo.cmeq;Platform SRE;SRE Engineer;Service;2025-10-02T16:05:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_ADMIN,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_ADMIN,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
svc_devops_devops;Platform DevOps;DevOps Engineer;Service;2025-11-22T16:58:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_ADMIN,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JENKINS_ADMIN,SYS_K8S_WRITE;;;;;;;;
stefano.verdi.jdhk;Cloud Infrastructure;Cloud Engineer;Service;2025-10-20T13:43:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_ADMIN,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_ADMIN,SYS_K8S_WRITE;;;;;;;;
irene.marino.wyfw;Network Operations;Network Engineer;Service;2024-05-02T16:28:55Z;INF_BASTION_WRITE,INF_CD_WRITE,INF_CI_WRITE,INF_DNS_ADMIN,INF_FIREWALL_WRITE,INF_MAIL_READ,INF_NETWORK_ADMIN,INF_SIEM_WRITE,INF_VPN_ADMIN,INF_VPN_READ,SYS_CONFLUENCE_READ;;;;;;;;
giorgio.mancini.vvno;Security SOC;SOC Analyst;Service;2025-07-12T13:18:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_EDR_WRITE,INF_FIREWALL_ADMIN,INF_IAM_ADMIN,INF_MAIL_READ,INF_SIEM_ADMIN,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SPLUNK_ADMIN;;;;;;;;
federica.leone.djwf;Security GRC;GRC Specialist;Service;2026-01-12T07:37:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_WRITE,SYS_SPLUNK_ADMIN;;;;;;;;
adm_simone.romano.zfua;Security IAM;IAM Specialist;Service;2025-08-22T15:01:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_IAM_WRITE,INF_MAIL_READ,INF_SECRETS_ADMIN,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_ADMIN;;;;;;;;
laura.conti.przr;Data Engineering;Data Engineer;Service;2026-02-07T13:48:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_DBAAS_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_ADMIN,SYS_POWERBI_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
antonio.barbieri.sqkn;Data Science;Data Scientist;Service;2026-01-19T14:10:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JIRA_ADMIN,SYS_POWERBI_ADMIN,SYS_SNOWFLAKE_WRITE;;;;;;;;
silvia.russo.zukx;Analytics BI;BI Analyst;Service;2026-02-09T15:27:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_ADMIN,SYS_SNOWFLAKE_ADMIN;;;;;;;;
roberto.greco.ktri;Product Management;Product Manager;Service;2025-11-26T10:41:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_POWERBI_ADMIN;;;;;;;;
svc_product_design;Product Design;Product Designer;Service;2025-07-09T10:12:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_ADMIN;;;;;;;;
luca.rossi.bntf;IT Helpdesk;IT Support;Service;2025-04-22T13:01:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_WRITE,INF_MAIL_ADMIN,INF_MAIL_READ,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_ADMIN,SYS_SERVICENOW_ADMIN;;;;;;;;
adm_marco.colombo.seqj;IT Operations;IT Ops Specialist;Service;2025-04-05T15:38:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_EDR_WRITE,INF_FILESHARE_WRITE,INF_MAIL_ADMIN,INF_MAIL_READ,INF_MDM_ADMIN,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ,SYS_SERVICENOW_ADMIN;;;;;;;;
giulia.costa.ihur;Workplace IT;Workplace Specialist;Service;2025-11-30T14:47:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_ADMIN,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_ADMIN;;;;;;;;
adm_francesca.fontana.wdoj;PMO;PMO Analyst;Service;2025-03-27T16:31:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_ADMIN,SYS_POWERBI_WRITE;;;;;;;;
adm_alessandro.ferrari.eknz;R&D AI;AI Researcher;Service;2026-01-13T08:34:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ADMIN,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GCP_ADMIN,SYS_JIRA_WRITE,SYS_SNOWFLAKE_ADMIN;;;;;;;;
marta.bruno.sdub;R&D Innovation;Innovation Engineer;Service;2025-06-12T13:57:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_ADMIN,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE;;;;;;;;
davide.lombardi.xfsg;Support L1;Support Agent L1;Service;2025-09-19T12:22:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_ZENDESK_ADMIN;;;;;;;;
elisa.bianchi.prxm;Support L2;Support Agent L2;Service;2024-01-29T12:39:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_ADMIN,SYS_SPLUNK_ADMIN,SYS_ZENDESK_ADMIN;;;;;;;;
paolo.ricci.sawa;Customer Success Enterprise;CSM Enterprise;Service;2025-12-04T09:03:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SALESFORCE_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
chiara.giordano.ukia;Customer Success SMB;CSM SMB;Service;2025-09-10T13:54:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_ADMIN,SYS_ZENDESK_WRITE;;;;;;;;
andrea.santoro.hqjs;Sales Enterprise;Sales Executive;Service;2025-11-26T10:47:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_CRM_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_ADMIN;;;;;;;;
sara.esposito.lfmd;Sales SMB;Sales Representative;Service;2025-05-31T11:35:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_CRM_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_ADMIN;;;;;;;;
matteo.gallo.mrqi;Marketing Digital;Digital Marketer;Service;2025-05-19T09:31:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_WRITE,SYS_SALESFORCE_ADMIN;;;;;;;;
valentina.moretti.szek;Marketing Content;Content Specialist;Service;2025-04-18T09:01:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_ADMIN;;;;;;;;
stefano.verdi.axnw;Finance Controlling;Controller;Service;2025-11-29T13:29:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_ADMIN,SYS_SAP_WRITE;;;;;;;;
irene.marino.eofp;Finance AP;AP Specialist;Service;2025-10-23T16:10:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_ADMIN,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
giorgio.mancini.bnwc;Finance AR;AR Specialist;Service;2023-08-31T11:34:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_ADMIN,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_ADMIN;;;;;;;;
federica.leone.fuur;HR Talent;Talent Partner;Service;2025-03-20T09:19:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_WORKDAY_ADMIN;;;;;;;;
simone.romano.skqb;HR Payroll;Payroll Specialist;Service;2025-04-27T07:20:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_WORKDAY_ADMIN;;;;;;;;
laura.conti.huyc;Legal Compliance;Compliance Analyst;Service;2025-04-08T08:33:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_ADMIN;;;;;;;;
antonio.barbieri.jeqi;Procurement;Procurement Specialist;Service;2025-09-27T10:47:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_WRITE;;;;;;;;
adm_silvia.russo.oper;Executive Office;Executive Assistant;Service;2025-12-13T07:19:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_ADMIN;;;;;;;;
roberto.greco.sdzt;Internal Audit;Internal Auditor;Service;2025-07-31T12:17:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
anna.rizzo.wcqw;Business Applications;Business Apps Analyst;Service;2025-03-25T14:22:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_SALESFORCE_ADMIN,SYS_SAP_WRITE,SYS_SERVICENOW_ADMIN,SYS_WORKDAY_ADMIN;;;;;;;;
luca.rossi.bkkk;Engineering Backend;Backend Engineer;Service;2025-09-19T12:28:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ADMIN,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GITLAB_ADMIN,SYS_JENKINS_ADMIN,SYS_JIRA_WRITE,SYS_K8S_WRITE;;;;;;;;
svc_frontend;Engineering Frontend;Frontend Engineer;Service;2025-11-01T15:44:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_WRITE,SYS_JENKINS_ADMIN,SYS_JIRA_ADMIN;;;;;;;;
adm_giulia.costa.ilrz;Engineering Mobile;Mobile Engineer;Service;2025-06-17T08:22:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GITHUB_ADMIN,SYS_JENKINS_WRITE,SYS_JIRA_WRITE;;;;;;;;
francesca.fontana.dria;Engineering QA;QA Engineer;Service;2025-07-15T16:18:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JENKINS_ADMIN,SYS_JIRA_WRITE,SYS_K8S_ADMIN;;;;;;;;
alessandro.ferrari.axxh;Platform SRE;SRE Engineer;Service;2025-10-29T12:50:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_ADMIN,SYS_AZURE_ADMIN,SYS_CONFLUENCE_READ,SYS_DATADOG_ADMIN,SYS_GCP_ADMIN,SYS_K8S_ADMIN;;;;;;;;
marta.bruno.zenq;Platform DevOps;DevOps Engineer;Service;2025-10-13T16:27:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_ADMIN,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_ADMIN,SYS_JENKINS_ADMIN,SYS_K8S_ADMIN;;;;;;;;
davide.lombardi.wkma;Cloud Infrastructure;Cloud Engineer;Service;2025-07-28T09:41:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_AWS_ADMIN,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_WRITE,SYS_K8S_ADMIN;;;;;;;;
elisa.bianchi.ixsw;Network Operations;Network Engineer;Service;2025-08-20T12:52:55Z;INF_BASTION_ADMIN,INF_CD_WRITE,INF_CI_WRITE,INF_DNS_ADMIN,INF_FIREWALL_WRITE,INF_MAIL_READ,INF_NETWORK_WRITE,INF_SIEM_WRITE,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ;;;;;;;;
paolo.ricci.cbxg;Security SOC;SOC Analyst;Service;2025-07-17T08:10:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_EDR_WRITE,INF_FIREWALL_WRITE,INF_IAM_ADMIN,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
svc_security_grc_grc_vuyj;Security GRC;GRC Specialist;Service;2026-01-31T16:59:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
adm_andrea.santoro.apbq;Security IAM;IAM Specialist;Service;2025-10-10T13:51:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_IAM_ADMIN,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_ADMIN,SYS_SERVICENOW_ADMIN;;;;;;;;
sara.esposito.qttw;Data Engineering;Data Engineer;Service;2025-03-30T09:47:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_DBAAS_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_ADMIN,SYS_POWERBI_ADMIN,SYS_SNOWFLAKE_ADMIN;;;;;;;;
matteo.gallo.inui;Data Science;Data Scientist;Service;2025-08-01T13:11:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_ADMIN,SYS_JIRA_ADMIN,SYS_POWERBI_ADMIN,SYS_SNOWFLAKE_WRITE;;;;;;;;
svc_analytics_bi_bi_asdc;Analytics BI;BI Analyst;Service;2025-07-01T12:32:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_ADMIN,SYS_SAP_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
stefano.verdi.fxoa;Product Management;Product Manager;Service;2025-11-20T14:22:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_POWERBI_ADMIN;;;;;;;;
adm_irene.marino.apnm;Product Design;Product Designer;Service;2026-01-21T16:49:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_ADMIN;;;;;;;;
giorgio.mancini.nzsn;IT Helpdesk;IT Support;Service;2025-12-09T13:45:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_ADMIN,SYS_SERVICENOW_ADMIN;;;;;;;;
federica.leone.mlkk;IT Operations;IT Ops Specialist;Service;2026-01-15T11:01:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_EDR_ADMIN,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_ADMIN,INF_VPN_ADMIN,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_ADMIN;;;;;;;;
simone.romano.ozqu;Workplace IT;Workplace Specialist;Service;2025-07-08T09:42:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_ADMIN,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_ADMIN;;;;;;;;
svc_pmo_kosa;PMO;PMO Analyst;Service;2026-01-11T16:51:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_POWERBI_ADMIN;;;;;;;;
antonio.barbieri.kcpp;R&D AI;AI Researcher;Service;2025-12-05T09:57:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_GCP_ADMIN,SYS_JIRA_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
silvia.russo.hwsb;R&D Innovation;Innovation Engineer;Service;2025-11-10T14:30:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_ADMIN,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_ADMIN;;;;;;;;
roberto.greco.iuvs;Support L1;Support Agent L1;Service;2025-11-20T14:22:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
anna.rizzo.zupq;Support L2;Support Agent L2;Service;2025-09-28T12:05:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_ADMIN,SYS_SPLUNK_WRITE,SYS_ZENDESK_ADMIN;;;;;;;;
luca.rossi.zmec;Customer Success Enterprise;CSM Enterprise;Service;2025-08-27T09:32:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SALESFORCE_ADMIN,SYS_ZENDESK_ADMIN;;;;;;;;
marco.colombo.pbep;Customer Success SMB;CSM SMB;Service;2025-09-25T08:20:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE,SYS_ZENDESK_ADMIN;;;;;;;;
adm_giulia.costa.ejsb;Sales Enterprise;Sales Executive;Service;2026-02-05T11:42:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_CRM_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_ADMIN;;;;;;;;
francesca.fontana.tnwv;Sales SMB;Sales Representative;Service;2025-11-16T10:25:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_CRM_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
alessandro.ferrari.fnwb;Marketing Digital;Digital Marketer;Service;2025-08-21T13:10:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_WRITE;;;;;;;;
marta.bruno.oyce;Marketing Content;Content Specialist;Service;2025-04-18T08:40:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_JIRA_ADMIN;;;;;;;;
davide.lombardi.ujxc;Finance Controlling;Controller;Service;2025-04-26T16:40:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_ADMIN,SYS_SAP_WRITE;;;;;;;;
elisa.bianchi.uktk;Finance AP;AP Specialist;Service;2025-04-14T14:36:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_ADMIN,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_ADMIN;;;;;;;;
svc_finance_ar;Finance AR;AR Specialist;Service;2025-01-12T12:04:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_ERP_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
chiara.giordano.nkua;HR Talent;Talent Partner;Service;2025-05-30T10:44:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_WORKDAY_ADMIN;;;;;;;;
andrea.santoro.exla;HR Payroll;Payroll Specialist;Service;2024-08-03T09:08:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_ADMIN,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_WORKDAY_ADMIN;;;;;;;;
adm_sara.esposito.nbep;Legal Compliance;Compliance Analyst;Service;2026-02-09T15:48:55Z;INF_CD_WRITE,INF_CI_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_ADMIN,SYS_CONFLUENCE_READ,SYS_SERVICENOW_ADMIN;;;;;;;;
